run_id,model_hash,seed,engine,replication,id,rule,asset,station,task,resources,duration,due_at,requested_at,started_at,ended_at,status,deferred_hours,wait_hours,work_hours,trigger,interval_hours,cycle_hours,overrun_hours
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,22,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-008,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,36.0,37.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,23,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-009,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,37.0,38.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,24,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-010,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,37.0,38.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,25,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-011,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,38.0,39.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,26,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-012,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,38.0,39.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,27,FLY3,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,35.25,40.5,42.5,43.5,completed,5.25,2.0,1.0,flight_hours,3.0,3.75,0.75
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,28,FLY3,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,35.5,40.5,42.5,43.5,completed,5.0,2.0,1.0,flight_hours,3.0,3.5,0.5
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,29,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,58.0,59.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,30,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,58.0,59.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,31,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,59.0,60.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,32,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,59.0,60.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,33,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-005,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,60.0,63.5,64.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,34,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-006,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,60.0,63.5,64.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,35,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-007,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,60.0,61.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,36,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-008,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,60.0,61.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,37,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-009,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,61.0,62.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,38,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-010,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,61.0,62.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,39,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-011,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,62.0,63.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,40,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-012,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,62.0,63.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,41,FLY3,AIRCRAFT@FLIGHT_POOL-006,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.75,64.5,66.5,67.5,completed,5.75,2.0,1.0,flight_hours,3.0,4.25,1.25
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,28,42,FLY3,AIRCRAFT@FLIGHT_POOL-005,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,59.0,64.5,66.5,67.5,completed,5.5,2.0,1.0,flight_hours,3.0,4.0,1.0
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,1,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,12.0,15.5,16.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,2,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,12.0,15.5,16.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,3,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,10.0,11.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,4,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,10.0,11.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,5,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-005,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,11.0,12.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,6,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-006,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,11.0,12.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,7,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-007,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,12.0,13.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,8,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-008,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,12.0,13.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,9,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-009,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,13.0,14.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,10,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-010,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,13.0,14.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,11,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-011,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,14.0,15.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,12,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-012,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,14.0,15.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,13,FLY3,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,11.75,16.5,18.5,19.5,completed,4.75,2.0,1.0,flight_hours,3.0,3.25,0.25
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,14,FLY3,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,12.0,16.5,18.5,19.5,completed,4.5,2.0,1.0,flight_hours,3.0,3.0,0
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,15,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,34.0,35.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,16,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,34.0,35.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,17,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,36.0,39.5,40.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,18,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,36.0,39.5,40.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,19,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-005,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,35.0,36.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,20,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-006,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,35.0,36.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,21,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-007,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,36.0,37.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,22,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-008,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,36.0,37.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,23,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-009,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,37.0,38.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,24,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-010,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,37.0,38.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,25,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-011,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,38.0,39.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,26,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-012,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,38.0,39.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,27,FLY3,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,35.25,40.5,42.5,43.5,completed,5.25,2.0,1.0,flight_hours,3.0,3.75,0.75
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,28,FLY3,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,35.5,40.5,42.5,43.5,completed,5.0,2.0,1.0,flight_hours,3.0,3.5,0.5
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,29,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,58.0,59.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,30,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,58.0,59.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,31,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,59.0,60.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,32,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,59.0,60.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,33,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-005,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,60.0,63.5,64.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,34,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-006,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,60.0,63.5,64.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,35,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-007,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,60.0,61.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,36,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-008,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,60.0,61.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,37,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-009,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,61.0,62.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,38,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-010,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,61.0,62.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,39,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-011,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,62.0,63.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,40,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-012,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.0,58.0,62.0,63.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,41,FLY3,AIRCRAFT@FLIGHT_POOL-006,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,58.75,64.5,66.5,67.5,completed,5.75,2.0,1.0,flight_hours,3.0,4.25,1.25
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,29,42,FLY3,AIRCRAFT@FLIGHT_POOL-005,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,59.0,64.5,66.5,67.5,completed,5.5,2.0,1.0,flight_hours,3.0,4.0,1.0
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,1,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,12.0,15.5,16.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,2,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,12.0,15.5,16.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,3,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,10.0,11.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,4,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,10.0,11.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,5,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-005,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,11.0,12.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,6,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-006,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,11.0,12.0,completed,0.0,1.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,7,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-007,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,12.0,13.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,8,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-008,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,12.0,13.0,completed,0.0,2.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,9,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-009,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,13.0,14.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,10,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-010,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,13.0,14.0,completed,0.0,3.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,11,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-011,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,14.0,15.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,12,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-012,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,10.0,10.0,14.0,15.0,completed,0.0,4.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,13,FLY3,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,11.75,16.5,18.5,19.5,completed,4.75,2.0,1.0,flight_hours,3.0,3.25,0.25
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,14,FLY3,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,12.0,16.5,18.5,19.5,completed,4.5,2.0,1.0,flight_hours,3.0,3.0,0
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,15,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-001,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,34.0,35.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,16,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-002,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,34.0,34.0,35.0,completed,0.0,0.0,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,17,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-003,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,36.0,39.5,40.5,completed,2.0,3.5,1.0,calendar,,,
inspection-1000,ce1e1144df039b6228e7a4f89334b58335a295fc361aea2e8cac291fc44c6f1c,20260908,0.9.1,30,18,DAILY_CHECK,AIRCRAFT@FLIGHT_POOL-004,AIRPORT,TURNROUND,"{""GROUND_CREW"": 1}",1.0,34.0,36.0,39.5,40.5,completed,2.0,3.5,1.0,calendar,,,
